ID,Tipo,SKU,"GTIN, UPC, EAN, ou ISBN",Nome,Publicado,"Em destaque?","Visibilidade no catálogo","Descrição curta",Descrição,"Data de preço promocional começa em","Data de preço promocional termina em","Status do imposto","Classe de imposto","Em estoque?",Estoque,"Quantidade baixa de estoque","São permitidas encomendas?","Vendido individualmente?","Peso (kg)","Comprimento (cm)","Largura (cm)","Altura (cm)","Permitir avaliações de clientes?","Observação de compra","Preço promocional",Preço,Categorias,Tags,"Classe de entrega",Imagens,"Limite de downloads","Dias para expirar o download",Ascendente,"Grupo de produtos",Upsells,"Venda cruzada","URL externa","Texto do botão",Posição,Marcas
674,simple,EMBAL1,,"EMBALADOR DE GUARDA-CHUVA AÇO INOX",1,0,visible,,"Embalador de guarda-chuva inox, evita escorregões em dias chuvosos.",,,taxable,,1,2,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/EMBAL1.jpg,,,,,,,,,0,
675,simple,KITLI2,,"KIT LIMPA VIDRO 2 EM 1 NOVIÇA",1,0,visible,,"Kit limpa vidro 2 em 1 Noviça, limpeza rápida e prática.",,,taxable,,1,2,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/KITLI2.jpg,,,,,,,,,0,
676,simple,83,,"LAVA ROUPA T. CARINHO 5L COCO",1,0,visible,,"Sabão líquido coco 5L Ternura Carinho, ideal para roupas delicadas.",,,taxable,,1,2,,0,0,,,,,1,,,"9,99",Uncategorized,,,,,,,,,,,,0,
677,simple,9081,,"LIMPA PORCELANATO SANOL PRO 5L",1,0,visible,,"Limpa porcelanato Sanol Pro 5L, brilho e proteção para pisos finos.",,,taxable,,1,2,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/9081.jpg,,,,,,,,,0,
678,simple,LIXEI9,,"LIXEIRA 30 LITROS C/TAMPA",1,0,visible,,"Lixeira plástica com tampa, capacidade de 30 litros, ideal para uso doméstico ou comercial.",,,taxable,,1,2,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/LIXEI9.jpg,,,,,,,,,0,
679,simple,59180,,"LIXEIRA PLASTICA C/PEDAL 50 L VERDE - NOBRE",1,0,visible,,"Lixeira plástica com pedal, 50 litros, verde, ideal para descarte sem contato manual.",,,taxable,,1,2,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/59180.jpg,,,,,,,,,0,
680,simple,LUVAB4,,"LUVA BORRACHA G9",1,0,visible,,"Luva de borracha G9, ideal para proteção em tarefas de limpeza leve.",,,taxable,,1,2,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/LUVAB4.jpg,,,,,,,,,0,
681,simple,LUVAD2,,"LUVA DE BORRACHA LATEX - GG DANNY",1,0,visible,,"Luva de borracha látex GG Danny, resistente e confortável para limpeza pesada.",,,taxable,,1,2,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/LUVAD2.jpg,,,,,,,,,0,
682,simple,LUVAM1,,"LUVA - MB LIFE - MULTIUSO G",1,0,visible,,"Luva multiuso MB Life tamanho G, versátil e reutilizável para tarefas diárias.",,,taxable,,1,2,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/LUVAM1.jpg,,,,,,,,,0,
683,simple,927,,"MULTIUSO UTIL 5L",1,0,visible,,"Multiuso Util 5L, desengordurante e limpador para uso geral.",,,taxable,,1,2,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/927.jpg,,,,,,,,,0,
684,simple,1858,,"MULTIUSO VEJA ORIGINAL 500ML",1,0,visible,,"Veja Multiuso Original 500ml, limpeza prática e eficaz para diversas superfícies.",,,taxable,,1,2,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/1858.jpg,,,,,,,,,0,
685,simple,ODORIZANTE,,"ODORIZANTE LIQUIDO SENSITIVE",1,0,visible,,"Odorizante líquido Sensitive, perfuma ambientes com aroma suave e duradouro.",,,taxable,,1,2,,0,0,,,,,1,,,"9,99",Uncategorized,,,,,,,,,,,,0,
686,simple,PANOM4,,"PANO MICROFIBRA CELESTE 3 uni",1,0,visible,,"Pano microfibra azul celeste, pacote com 3 unidades, excelente absorção.",,,taxable,,1,2,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/PANOM4.jpg,,,,,,,,,0,
687,simple,PAPEL22,,"PAPEL HIGIENICO LEVEZA ROLÃO 300M PCT C/8 UNI",1,0,visible,,"Papel higiênico leveza, 300 metros, pacote com 8 unidades, econômico e resistente.",,,taxable,,1,2,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/PAPEL22.jpg,,,,,,,,,0,
688,simple,1603,,"PAPEL HIGIENICO  ROLL-OM 8X300M SUELL 100% CELULOSE",1,0,visible,,"Papel higiênico Suell 100% celulose, rolos de 300m, macio e durável.",,,taxable,,1,2,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/1603.jpg,,,,,,,,,0,
689,simple,PAPEL31,,"PAPEL TOALHA CAIXA INTERFOLHADA",1,0,visible,,"Papel toalha interfolhado em caixa, ideal para uso em dispensers.",,,taxable,,1,2,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/PAPEL31.jpg,,,,,,,,,0,
690,simple,610480,,"PENEIRA PLASTICA LS410 41CM JACUZZI",1,0,visible,,"Peneira plástica 41cm Jacuzzi, ideal para limpeza de piscinas.",,,taxable,,1,2,,0,0,,,,,1,,,"9,99",Uncategorized,,,,,,,,,,,,0,
691,simple,PUROC1,,"PURO CLORO 5L GUIMARÃES",1,0,visible,,"Cloro líquido puro Guimarães 5L, desinfetante potente para diversas aplicações.",,,taxable,,1,2,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/PUROC1.jpg,,,,,,,,,0,
692,simple,RASTE2,,"RASTEL DALCIN",1,0,visible,,"Rastelo Dalcín, ideal para jardinagem e varrição de folhas.",,,taxable,,1,2,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/RASTE2.jpg,,,,,,,,,0,
693,simple,REFIL17,,"REFIL MINI BOM AR 2 UNID 12,0ML CADA",1,0,visible,,"Refil mini Bom Ar com 2 unidades de 12ml cada, aroma prolongado.",,,taxable,,1,2,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/REFIL17.jpg,,,,,,,,,0,
694,simple,REFIL18,,"REFIL PASTILHA MAT INSET",1,0,visible,,"Refil pastilha inseticida para uso em aparelhos elétricos, eficaz contra mosquitos.",,,taxable,,1,2,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/REFIL18.jpg,,,,,,,,,0,
695,simple,SABAO7,,"SABAO EM PÓ BRILHANTE CX 800 GRAMAS",1,0,visible,,"Sabão em pó Brilhante 800g, lava roupas com alto rendimento.",,,taxable,,1,2,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/SABAO7.jpg,,,,,,,,,0,
696,simple,SACOD1,,"SACOS DE LIXO 40 LITROS C/50 UN",1,0,visible,,"Sacos de lixo 40L com 50 unidades, resistentes e práticos.",,,taxable,,1,2,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/SACOD1.jpg,,,,,,,,,0,
697,simple,SANOL1,,"SANOL - LIMPEZA PESADA 500ML",1,0,visible,,"Sanol limpeza pesada 500ml, remove sujeiras difíceis de superfícies laváveis.",,,taxable,,1,2,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/SANOL1.jpg,,,,,,,,,0,
698,simple,53139,,"SUPORTE PARA  SABONETE / ALCOOL GEL - QUALITY - BRANCO",1,0,visible,,"Suporte branco para sabonete líquido ou álcool gel, fixação fácil.",,,taxable,,1,2,,0,0,,,,,1,,,"9,99",Uncategorized,,,,,,,,,,,,0,
699,simple,VASIL2,,"VASILINA LIQUIDA 500 ML",1,0,visible,,"Vaselina líquida 500ml, lubrificante multiuso para uso geral.",,,taxable,,1,2,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/VASIL2.jpg,,,,,,,,,0,
700,simple,2032,,"VINAGRE DE ALCOOL WINNA 5L",1,0,visible,,"Vinagre de álcool Winna 5L, ideal para limpeza e desinfecção.",,,taxable,,1,2,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/2032.jpg,,,,,,,,,0,
701,simple,19069,,"ALCOOL GEL REFIL 800ml 70 ANTISSEPTICO C/VALV. LATEX - ADHETECH ONU 1170 GE II",1,0,visible,,"Álcool gel 800ml 70%, refil com válvula, antisséptico eficaz.",,,taxable,,1,3,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/19069.jpg,,,,,,,,,0,
702,simple,ALCOO4,,"ALCOOL PARA LIMPEZA PERFUMALAR SPRAY LAVANDA 1L",1,0,visible,,"Álcool perfumado para limpeza, fragrância lavanda, embalagem spray 1L.",,,taxable,,1,3,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/ALCOO4.jpg,,,,,,,,,0,
703,simple,BALDE6,,"BALDE C/ ESPREMEDOR BETTANIN 34",1,0,visible,,"Balde com espremedor Bettanin 34, ideal para limpeza profissional.",,,taxable,,1,3,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/BALDE6.jpg,,,,,,,,,0,
704,simple,BALDE5,,"BALDE COM ESPREMEDOR 15 LITROS DALCIN",1,0,visible,,"Balde com espremedor 15L Dalcín, resistente, ideal para ambientes comerciais.",,,taxable,,1,3,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/BALDE5.jpg,,,,,,,,,0,
705,simple,2579,,"BLOCO PARA CAIXA ACOPLADA SANOL MARINE (02 UNIDADES)  35G",1,0,visible,,"Bloco sanitário Sanol Marine 35g, duas unidades para caixas acopladas.",,,taxable,,1,3,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/2579.jpg,,,,,,,,,0,
706,simple,33059,,"CABO ALUMINIO 22 X 1,4 C/PONTEIRA - NOBRE",1,0,visible,,"Cabo alumínio 22x1,4 com ponteira, compatível com vassouras e mops.",,,taxable,,1,3,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/33059.jpg,,,,,,,,,0,
707,simple,CARRI4,,"CARRINHO COLETOR COM RODAS 240 LITROS AZUL",1,0,visible,,"Carrinho coletor azul com rodas, capacidade de 240 litros.",,,taxable,,1,3,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/CARRI4.jpg,,,,,,,,,0,
708,simple,DESIN17,,"DESINFETANTE DS 1000 LAVANDA 5 LITROS",1,0,visible,,"Desinfetante DS 1000 lavanda 5L, fragrância intensa e duradoura.",,,taxable,,1,3,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/DESIN17.jpg,,,,,,,,,0,
709,simple,DISPE8,,"DISPENSER PAPEL TOALHA  INTERFOLHADO - QUALITY",1,0,visible,,"Dispenser de papel toalha interfolhado, modelo Quality, resistente e prático.",,,taxable,,1,3,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/DISPE8.jpg,,,,,,,,,0,
710,simple,ELIMI1,,"ELIMINADOR DE OLEOSIDADE 1L HTH",1,0,visible,,"Eliminador de oleosidade HTH 1L, ideal para piscinas.",,,taxable,,1,3,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/ELIMI1.jpg,,,,,,,,,0,
711,simple,ESPAN2,,"ESPANADOR ELETROSTATICO SECO",1,0,visible,,"Espanador eletrostático seco, atrai pó sem espalhar, reutilizável.",,,taxable,,1,3,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/ESPAN2.jpg,,,,,,,,,0,
712,simple,605090,,"HCL-HIDROSAN PLUS 02.5 KG DICLORO",1,0,visible,,"Hidrosan Plus 2,5kg, dicloro granulado para desinfecção de piscinas.",,,taxable,,1,3,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/605090.jpg,,,,,,,,,0,
713,simple,72,,"LAVA ROUPA T.CARINHO 5L GLICERINA",1,0,visible,,"Sabão líquido Ternura Carinho 5L, com glicerina, ideal para roupas finas.",,,taxable,,1,3,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/72.jpg,,,,,,,,,0,
714,simple,"LIMPA VIDROS",,"LIMPA VIDROS HIGIFORT 5 L",1,0,visible,,"Limpa vidros Higifort 5L, ideal para janelas e vitrines.",,,taxable,,1,3,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/LIMPA-VIDROS.jpg,,,,,,,,,0,
715,simple,1088229,,"LUVA POLIESTER PALMA BANHO LATEX NITRIL T.10 7025000110 VONDER",1,0,visible,,"Luva Vonder tamanho 10, poliéster com palma em látex nitrílico.",,,taxable,,1,3,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/1088229.jpg,,,,,,,,,0,
716,simple,1088228,,"LUVA POLIESTER PALMA BANHO LATEX NITRIL T. 9 7025000109 VONDER",1,0,visible,,"Luva Vonder tamanho 9, poliéster com palma em látex nitrílico.",,,taxable,,1,3,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/1088228.jpg,,,,,,,,,0,
717,simple,LUVAV2,,"LUVA VONDER TAMANHO G - 010",1,0,visible,,"Luva Vonder tamanho G, resistente, ideal para limpeza e manutenção.",,,taxable,,1,3,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/LUVAV2.jpg,,,,,,,,,0,
718,simple,LUVAV3,,"LUVA VONDER TAMANHO M - 09",1,0,visible,,"Luva Vonder tamanho M, conforto e proteção para tarefas domésticas.",,,taxable,,1,3,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/LUVAV3.jpg,,,,,,,,,0,
719,simple,600019,,"MAXFLOC 1 LT CLARIFICANTE HTH",1,0,visible,,"Maxfloc HTH 1L, clarificante para tratamento de água de piscinas.",,,taxable,,1,3,,0,0,,,,,1,,,,Uncategorized,,,,,,,,,,,,0,
720,simple,ODORI7,,"ODORIZANTE LIQUIDO FANTASY",1,0,visible,,"Odorizante líquido Fantasy, perfuma e neutraliza odores desagradáveis.",,,taxable,,1,3,,0,0,,,,,1,,,,Uncategorized,,,,,,,,,,,,0,
721,simple,PENEI1,,"PENEIRA COM CABO ALUMINIO JACUZZI",1,0,visible,,"Peneira com cabo alumínio Jacuzzi, ideal para retirar sujeiras da piscina.",,,taxable,,1,3,,0,0,,,,,1,,,,Uncategorized,,,,,,,,,,,,0,
722,simple,31833,,"PLACA PLASTICA SINALIZADORA - NOBRE",1,0,visible,,"Placa sinalizadora plástica Nobre, indica área em manutenção ou risco.",,,taxable,,1,3,,0,0,,,,,1,,,,Uncategorized,,,,,,,,,,,,0,
723,simple,10184,,"SABONETE LIQUIDO PLUSH FLOR DE CEREJEIRA 2L",1,0,visible,,"Sabonete líquido Plush 2L, flor de cerejeira, perfume agradável.",,,taxable,,1,3,,0,0,,,,,1,,,,Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/10184.jpg,,,,,,,,,0,
724,simple,891,,"SAPONACEO CREMOSO LIMAO UTIL 300ML",1,0,visible,,"Saponáceo cremoso limão Util 300ml, limpeza eficiente com perfume cítrico.",,,taxable,,1,3,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/891.jpg,,,,,,,,,0,
725,simple,893,,"SAPONACEO CREMOSO ORIGINAL UTIL 300ML",1,0,visible,,"Remove sujeiras difíceis sem riscar. Ideal para limpeza de pias, fogões, azulejos e superfícies metálicas.",,,taxable,,1,3,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/893.jpg,,,,,,,,,0,
726,simple,SULFA1,,"SULFATO DE ALUMINIO HIDROAZUL 2 KG",1,0,visible,,"Utilizado em piscinas para decantação. Agrupa partículas em suspensão facilitando a limpeza da água.",,,taxable,,1,3,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/SULFA1.jpg,,,,,,,,,0,
727,simple,V188,,"VASSOURA DE PALHA COLONIAL SUPER REFORCADA",1,0,visible,,"Ideal para varrição de áreas externas. Palha natural e estrutura reforçada garantem durabilidade.",,,taxable,,1,3,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/V188.jpg,,,,,,,,,0,
728,simple,BALDE7,,"BALDE PLASTICO 20 LITROS DALCIN",1,0,visible,,"Balde resistente com alça reforçada. Ideal para transporte e armazenamento de líquidos.",,,taxable,,1,4,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/BALDE7.jpg,,,,,,,,,0,
729,simple,CAFE31,,"CAFE 3 CORAÇÕES",1,0,visible,,"Café tradicional, sabor marcante e aroma intenso. Ideal para consumo diário.",,,taxable,,1,4,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/CAFE31.jpg,,,,,,,,,0,
730,simple,CARRI1,,"CARRINHO COLETOR DE 120 LITROS",1,0,visible,,"Coletor de resíduos com tampa. Ideal para ambientes industriais ou comerciais.",,,taxable,,1,4,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/CARRI1.jpg,,,,,,,,,0,
731,simple,1391,,"CARRINHO DE COMPRAS 215 LITROS",1,0,visible,,"Carrinho grande para transporte de volumes em mercados, depósitos ou condomínios.",,,taxable,,1,4,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/1391.jpg,,,,,,,,,0,
732,simple,59398,,"CARRO FUNCIONAL PRETO ALTA CAPACIDADE (C/TAMPA E BOLSA DE VINIL AZUL) - NOBRE",1,0,visible,,"Carro multifuncional para limpeza com compartimentos, tampa e bolsa. Alta capacidade.",,,taxable,,1,4,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/59398.jpg,,,,,,,,,0,
733,simple,DESIN11,,"DESINFETANTE UTIL LAVANDA COM ALCOOL 5 LITROS",1,0,visible,,"Desinfetante perfumado com álcool. Proporciona limpeza e aroma agradável.",,,taxable,,1,4,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/DESIN11.jpg,,,,,,,,,0,
734,simple,DETER6,,"DETERGENTE NEUTRO HIGFORT 5 LITROS",1,0,visible,,"Detergente concentrado para limpeza geral. Não agride superfícies delicadas.",,,taxable,,1,4,,0,0,,,,,1,,,"9,99",Uncategorized,,,,,,,,,,,,0,
735,simple,2033,,"FORCA BRUTA SANOL ORIGINAL 5L",1,0,visible,,"Desengordurante potente para limpeza pesada. Ideal para cozinhas industriais.",,,taxable,,1,4,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/2033.jpg,,,,,,,,,0,
736,simple,19930,,"JIMO DESENGRAXA 500 ML",1,0,visible,,"Remove graxa e sujeira pesada. Uso doméstico e profissional.",,,taxable,,1,4,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/19930.jpg,,,,,,,,,0,
737,simple,12172,,"JIMO SILICONE GEL LAVANDA 200G",1,0,visible,,"Protege e dá brilho. Perfume suave de lavanda.",,,taxable,,1,4,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/12172.jpg,,,,,,,,,0,
738,simple,12250,,"JIMO SILICONE GEL MARINE 200G",1,0,visible,,"Silicone perfumado. Protege superfícies plásticas e borrachas.",,,taxable,,1,4,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/12250.jpg,,,,,,,,,0,
739,simple,KITLI1,,"KIT LIMPEZA PARA PISCINAS",1,0,visible,,"Contém acessórios básicos para limpeza e manutenção de piscinas.",,,taxable,,1,4,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/KITLI1.jpg,,,,,,,,,0,
740,simple,673,,"LIMPADOR LIMPA PISO UTIL 5L",1,0,visible,,"Limpador concentrado para pisos. Remove sujeiras com eficiência.",,,taxable,,1,4,,0,0,,,,,1,,,,Uncategorized,,,,,,,,,,,,0,
741,simple,LIXEI20,,"LIXEIRA 100 LITROS",1,0,visible,,"Lixeira resistente para áreas comuns. Capacidade ideal para grande volume.",,,taxable,,1,4,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/LIXEI20.jpg,,,,,,,,,0,
742,simple,8044015,,"LUVA ALGODAO PALMA REV.LATEX CORRUGADO G MAXIGRIP DA36103 G DANNY",1,0,visible,,"Luva confortável com palma em látex. Excelente aderência.",,,taxable,,1,4,,0,0,,,,,1,,,"9,99",Uncategorized,,,,,,,,,,,,0,
743,simple,8048568,,"LUVA ALGODAO PALMA REV.LATEX CORRUGADO P MAXIGRIP DA36103 P DANNY",1,0,visible,,"Proteção e conforto para tarefas de limpeza e manutenção.",,,taxable,,1,4,,0,0,,,,,1,,,"9,99",Uncategorized,,,,,,,,,,,,0,
744,simple,LUVAL8,,"LUVA LATEX DIVERSA GG",1,0,visible,,"Luva de látex resistente. Protege as mãos em tarefas diversas.",,,taxable,,1,4,,0,0,,,,,1,,,"9,99",Uncategorized,,,,,,,,,,,,0,
745,simple,MASTE1,,"MASTER CLEAN 5 LITROS CLARITY",1,0,visible,,"Limpador geral concentrado. Remove sujeiras e odores.",,,taxable,,1,4,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/MASTE1.jpg,,,,,,,,,0,
746,simple,MOPCO1,,"MOP COMPACTO ALGODAO NOVIÇA",1,0,visible,,"Sistema de limpeza prático. Ideal para áreas pequenas.",,,taxable,,1,4,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/MOPCO1.jpg,,,,,,,,,0,
747,simple,ODO,,"ODORIZANTE L MAGIA DAS FLORES",1,0,visible,,"Perfuma ambientes com fragrância floral suave e duradoura.",,,taxable,,1,4,,0,0,,,,,1,,,"9,99",Uncategorized,,,,,,,,,,,,0,
748,simple,PACCA1,,"PA C/CABO NOVIÇA",1,0,visible,,"Pá com cabo longo. Evita esforço ao recolher sujeira.",,,taxable,,1,4,,0,0,,,,,1,,,"9,99",Uncategorized,,,,,,,,,,,,0,
749,simple,BT2087,,"PANO PERFEX ROLÃO MULT 300 UN",1,0,visible,,"Pano descartável multiuso. Alta absorção e resistência.",,,taxable,,1,4,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/BT2087.jpg,,,,,,,,,0,
750,simple,PAPEL27,,"PAPEL HIGIENICO ROLL-OM 8X300M VIP BRANCO",1,0,visible,,"Papel higiênico institucional. Alta metragem e maciez.",,,taxable,,1,4,,0,0,,,,,1,,,"9,99",Uncategorized,,,,,,,,,,,,0,
751,simple,REDUZ1,,"REDUZ ASPIRAÇÃO HTH 1 LITRO",1,0,visible,,"Produto para piscinas. Reduz formação de espuma e aspiração de sujeiras.",,,taxable,,1,4,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/REDUZ1.jpg,,,,,,,,,0,
752,simple,REFIL19,,"REFIL ALCOOL PARA DISPENCER",1,0,visible,,"Refil líquido para dispenser. Higienização rápida das mãos.",,,taxable,,1,4,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/REFIL19.jpg,,,,,,,,,0,
753,simple,REMOV1,,"REMOVEDOR DE CERA HIGIFORT",1,0,visible,,"Remove camadas de cera. Prepara o piso para nova aplicação.",,,taxable,,1,4,,0,0,,,,,1,,,"9,99",Uncategorized,,,,,,,,,,,,0,
754,simple,SABOE2,,"SABÃO EM PÓ BRILHANTE 4 KG",1,0,visible,,"Sabão em pó potente. Remove manchas e encarde.",,,taxable,,1,4,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/SABOE2.jpg,,,,,,,,,0,
755,simple,1056,,"SABONETE LIQ LEBEN UTIL 5L ERVA DOCE",1,0,visible,,"Sabonete líquido com fragrância suave. Indicado para uso geral.",,,taxable,,1,4,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/1056.jpg,,,,,,,,,0,
756,simple,SABON3,,"SABONETE LIQUIDO PLUSH REFIL AVEIA E AMENDOAS 2L",1,0,visible,,"Sabonete hidratante com extratos naturais. Refil econômico.",,,taxable,,1,4,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/SABON3.jpg,,,,,,,,,0,
757,simple,SUPOR3,,"SUPORTE DISPENSER PAPEL HIGIÊNICO ROLAO QUALITY",1,0,visible,,"Dispensador de papel higiênico. Ideal para ambientes corporativos.",,,taxable,,1,4,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/SUPOR3.jpg,,,,,,,,,0,
758,simple,SUPOR1,,"SUPORTE PAPEL TOALHA INOX",1,0,visible,,"Suporte resistente e elegante. Ideal para toalhas interfolhas.",,,taxable,,1,4,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/SUPOR1.jpg,,,,,,,,,0,
759,simple,BALDE2,,"BALDE 1 4LITROS COM ESCORREGADOR OVAL NOVICA",1,0,visible,,"Balde com escorredor. Ideal para uso com mop.",,,taxable,,1,5,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/BALDE2.jpg,,,,,,,,,0,
760,simple,CABOA1,,"CABO ALUMINIO 1,50COM COM ROSCA PARA MOP DALCIN",1,0,visible,,"Cabo leve e resistente com rosca. Compatível com mop.",,,taxable,,1,5,,0,0,,,,,1,,,"9,99",Uncategorized,,,https://cleanx.com.br/wp-content/uploads/2025/05/CABOA1.jpg,,,,,,,,,0,
